ID,Lesson,Student,right,bug,help,choice,string,number,point,pknowdirect,pknow,punchange,time,timeSD,time3SD,time5SD,howmanywrong,helppct,wrongpct,timeperact,prev3count,prev5count,recent8help,recent5wrong,manywrong,asymptoteA,asymptoteB,optoprac,GHpred,GHpredthresh,GNHpred,GNHpredthresh
4986,Splot,LDNEIAC,1,0,0,1,0,0,0,0.470588235,0.470588235,0,2.125,-0.21208611,0.280313597,-0.226790941,0,0,0,2.6095,0,0,1,1,0,0,0,2,0.284754305,0,-0.00457174,0
4987,Splot,LDNEIAC,0,0,0,1,0,0,0,0.470588235,0.470588235,0,4.547,-0.012300621,-0.407244613,0.144214057,1,0,1,3.255333333,0,0,1,1,0,0,0,3,0.774068239,1,-0.916714269,0
4988,Splot,LDNEIAC,1,0,0,0,1,0,0,0.599009901,0.599009901,0,3.625,-0.193152161,-0.423067812,0.055926866,0,0,0,3.34775,0,0,0,1,0,0,0,4,-0.061526566,0,0.008852033,0
4989,Splot,LDNEIAC,1,0,0,1,0,0,0,0.675278396,0.675278396,0,6.984,0.421631845,-0.417538892,-0.612697394,1,0,0,6.2185,1,1,0,1,0,0,0,2,-0.059928937,0,0.01622791,0
4990,Splot,LDNEIAC,1,0,0,1,0,0,0,0.708865815,0.708865815,0,2.516,-0.249063485,0.216179063,-0.194588127,0,0,0,3.1814,0,0,0,1,0,0,0,5,-0.016064602,0,-0.00429845,0
4991,Splot,LDNEIAC,1,0,0,1,0,0,0,0.846214548,0.846214548,0,31.812,0.882845403,-0.020583801,-0.244970532,0,0,0,14.74966667,0,0,0,1,0,0,0,3,-0.000145644,0,0.001897526,0
4992,Splot,LDNEIAC,0,1,0,0,1,0,0,0.187096774,0.187096774,0,3.86,-0.784400295,1.055413763,0.849960981,1,0,1,3.86,0,0,0,1,0,0,0,1,0.321402283,0,-0.588586857,0
4993,Splot,LDNEIAC,1,0,0,0,1,0,0,0.431578947,0.431578947,0,30.656,0.404325982,-0.150618376,0.077861308,1,0,0,30.656,1,1,0,1,0,0,1,1,-0.007798277,0,0.460108481,0
4994,Splot,LDNEIAC,1,0,0,0,1,0,0,-1,0.431578947,1,17.828,-0.079974078,0.50277109,0.67533945,0,0,0,17.828,0,0,0,1,0,0,0,1,-0.448259423,0,-0.056021269,0
4995,Splot,LDNEIAC,1,0,0,0,0,1,0,0.431578947,0.431578947,0,26.953,1.002827451,-0.460048391,0.173733527,0,0,0,26.953,0,0,0,1,0,0,0,1,-0.072752804,0,0.077498027,0
4996,Splot,LDNEIAC,1,0,0,0,0,1,0,0.431578947,0.431578947,0,27.266,0.565839307,1.327179355,1.425624463,0,0,0,27.266,0,0,0,1,0,0,0,1,-0.605482982,0,-0.226167952,0
4997,Splot,LDNEIAC,1,0,0,0,0,1,0,0.431578947,0.431578947,0,27.344,0.699810718,1.488692679,1.108618367,0,0,0,27.344,0,0,0,1,0,1,0,1,-0.761820776,0,-0.254417579,0
4998,Splot,LDNEIAC,1,0,0,0,0,1,0,0.431578947,0.431578947,0,27.171,0.54222771,2.268477476,2.592829379,0,0,0,27.171,0,0,0,0,0,0,0,1,-1.768934082,0,-0.385230009,0
4999,Splot,LDNEIAC,1,0,0,0,0,1,0,-1,0.364705882,0,5.391,-0.415405593,1.807877735,2.730731108,0,0,0,5.391,0,0,0,0,0,0,1,1,-1.12352003,0,-0.06091418,0
5000,Splot,LDNEIAC,1,0,0,0,0,1,0,-1,0.364705882,0,14.656,0.278327577,0.826632836,2.395299593,0,0,0,14.656,0,0,0,0,0,1,0,1,-0.234891884,0,-0.075719568,0
5001,Splot,LDNEIAC,1,0,0,0,0,1,0,0.431578947,0.431578947,0,8.828,-0.239454368,0.405149695,1.67079972,0,0,0,8.828,0,0,0,0,0,1,0,1,-0.056425282,0,-0.022354134,0
5002,Splot,LDNEIAC,1,0,0,0,0,1,0,0.675278396,0.675278396,0,6.922,-0.167950118,-0.376532383,0.865506045,0,0,0,16.9375,0,0,0,0,0,0,0,2,-0.048735718,0,0.039859483,0
5003,Splot,LDNEIAC,1,0,0,0,0,1,0,0.675278396,0.675278396,0,9.078,-0.127149498,-0.129076909,-0.002254791,0,0,0,18.172,0,0,0,0,0,0,0,2,-0.005727167,0,0.01465991,0
5004,Splot,LDNEIAC,1,0,0,0,0,1,0,0.675278396,0.675278396,0,45.5,2.729550758,-0.534553984,-0.671631999,0,0,0,36.422,0,0,0,0,0,1,0,2,-0.098225862,0,0.121684533,0
5005,Splot,LDNEIAC,1,0,0,0,0,1,0,0.675278396,0.675278396,0,8.907,-0.277160139,2.434451142,2.473324351,0,0,0,18.039,0,0,0,0,0,0,0,2,-2.037252374,0,-0.274469151,0
5006,Splot,LDNEIAC,1,0,0,0,0,1,0,-1,0.540063091,0,3.562,-0.362779935,2.325241121,1.917836635,0,0,0,4.4765,0,0,0,0,0,0,1,2,-1.858569031,0,-0.065055887,0
5007,Splot,LDNEIAC,1,0,0,0,0,1,0,-1,0.540063091,0,27.766,2.278788187,2.089610684,1.794511068,0,0,0,21.211,0,0,0,0,0,1,0,2,-1.500975029,0,-0.277017076,0
5008,Splot,LDNEIAC,1,0,0,0,0,1,0,0.675278396,0.675278396,0,4.312,-0.681693525,1.638848113,4.241249373,0,0,0,6.57,0,0,0,0,0,1,0,2,-0.923251704,0,-0.067295201,0
5009,Splot,LDNEIAC,1,0,0,0,0,1,0,0.431578947,0.431578947,0,4.063,-0.497158057,1.234314727,3.686705346,0,0,0,4.063,0,0,0,0,0,0,0,1,-0.523714415,0,-0.03134388,0
5010,Splot,LDNEIAC,0,0,0,0,0,1,0,0.320958084,0.320958084,0,3.656,-0.572413192,1.099936604,0.459996531,1,0,1,3.8595,0,0,0,0,0,0,0,2,0.472159669,0,0.310967467,0
5011,Splot,LDNEIAC,0,0,0,0,0,1,0,0.320958084,0.320958084,0,2.938,-0.638351192,-1.751264774,0.164743478,2,0,2,3.552333333,1,1,0,1,0,0,0,3,-1.218419168,0,-0.211118274,0
5012,Splot,LDNEIAC,0,0,0,0,0,0,0,0.320958084,0.320958084,0,3.921,-0.548076743,-1.707922441,-0.11082778,3,0,3,3.6445,2,2,0,2,0,0,0,4,-0.957264815,0,-1.811096729,0
5013,Splot,LDNEIAC,1,0,0,0,0,1,0,0.431578947,0.431578947,0,7.454,0.166005579,-1.758841127,-2.93769271,0,0,0,7.454,0,0,0,3,0,0,0,1,-1.063398226,0,0.081940011,0
5014,Splot,LDNEIAC,1,0,0,0,0,1,0,0.431578947,0.431578947,0,8.484,0.804665695,-1.020422357,-2.089993606,0,0,0,8.484,0,0,0,3,0,0,0,1,-0.357933739,0,0.054107895,0
5015,Splot,LDNEIAC,1,0,0,0,0,1,0,0.675278396,0.675278396,0,4.906,-0.145395198,0.42259453,-0.788169853,0,0,0,6.695,0,0,0,3,0,0,0,2,-0.061388985,0,-0.01768294,0
5016,Splot,LDNEIAC,1,0,0,0,0,1,0,0.846214548,0.846214548,0,8.25,0.466987708,0.825276075,-0.36115186,0,0,0,7.213333333,0,0,0,2,0,0,0,3,-0.234121456,0,-0.037206196,0
5017,Splot,LDNEIAC,1,0,0,0,0,1,0,0.934967903,0.934967903,0,2.844,-0.26738641,1.126258205,0.74418704,0,0,0,6.121,0,0,0,1,0,0,0,4,-0.43603228,0,-0.043086415,0
5018,Splot,LDNEIAC,1,0,0,0,0,1,0,0.97394807,0.97394807,0,3.031,-0.098211418,0.054206099,1.024877373,0,0,0,5.503,0,0,0,0,0,0,0,5,-0.001010041,0,-0.001864351,0
5019,Splot,LDNEIAC,1,0,0,0,0,1,0,0.989799546,0.989799546,0,4.063,0.039319066,0.10138988,0.760660377,0,0,0,5.263,0,0,0,0,0,0,0,6,-0.003533718,0,-0.003335093,0
5020,Splot,LDNEIAC,1,0,0,0,0,1,0,0.996042471,0.996042471,0,3.812,-0.111106861,-0.326278762,-0.004686253,0,0,0,5.055714286,0,0,0,0,0,0,0,7,-0.036594879,0,0.010309826,0
5021,Splot,LDNEIAC,1,0,0,0,0,1,0,0.998470065,0.998470065,0,3.86,-0.34284552,-0.169999213,0.029602085,0,0,0,4.90625,0,0,0,0,0,0,0,8,-0.009934283,0,0.005212866,0
5022,Splot,LDNEIAC,1,0,0,0,0,1,0,0.999409366,0.999409366,0,2.718,-0.793523641,-0.414633315,-0.780231143,0,0,0,4.663111111,0,0,0,0,0,0,0,9,-0.05909777,0,0.012084258,0
5023,Splot,LDNEIAC,0,0,0,0,0,1,0,0.999409366,0.999409366,0,3.875,-0.552301184,-1.247476021,-1.306368373,4,0,1,4.5843,0,0,0,0,0,0,0,10,0.579312404,1,1.385742527,1
5024,Splot,LDNEIAC,1,0,0,0,0,1,0,-1,0.364705882,0,3.016,-0.631188011,-1.688670344,-1.760458139,4,0,0,3.016,1,1,0,1,0,0,0,1,-0.980240089,0,1.381831436,1
5025,Splot,LDNEIAC,1,0,0,0,0,1,0,0.675278396,0.675278396,0,4.328,-0.325664369,-1.977012835,-2.430965216,0,0,0,5.891,0,0,0,1,0,0,0,2,-1.343574289,0,0.072791141,0
5026,Splot,LDNEIAC,1,0,0,0,0,1,0,0.999772107,0.999772107,0,2.625,-0.396607625,-1.509153564,-2.645522725,0,0,0,4.406181818,0,0,0,1,0,0,0,11,-0.782905915,0,0.041560031,0
5027,Splot,LDNEIAC,1,0,0,0,0,1,0,0.999912087,0.999912087,0,1.75,-0.478765541,-1.353460006,-2.69928483,0,0,0,4.184833333,0,0,0,1,0,0,0,12,-0.629699808,0,0.035400028,0
5028,Splot,LDNEIAC,1,0,0,0,0,1,0,0.999966089,0.999966089,0,3.078,-0.354410698,-1.201037536,-2.38452673,0,0,0,4.099692308,0,0,0,1,0,0,0,13,-0.495856337,0,0.030774277,0
5029,Splot,LDNEIAC,1,0,0,0,0,1,0,0.99998692,0.99998692,0,2.906,-0.182653908,-1.229783865,-2.186636245,0,0,0,4.014428571,0,0,0,0,0,0,0,14,-0.519876622,0,0.030855497,0
5030,Splot,LDNEIAC,1,0,0,0,0,1,0,0.999994955,0.999994955,0,4.672,-0.175125378,-1.015830148,-1.738102142,0,0,0,4.058266667,0,0,0,0,0,0,0,15,-0.354719368,0,0.025765685,0
5031,Splot,LDNEIAC,1,0,0,0,0,1,0,0.999998054,0.999998054,0,4.657,-0.012300167,-0.712189985,-1.587563151,0,0,0,4.0956875,0,0,0,0,0,0,0,16,-0.17435501,0,0.018230673,0
5032,Splot,LDNEIAC,1,0,0,0,0,1,0,0.999999249,0.999999249,0,3.75,-0.139451393,-0.370079453,-1.203255693,0,0,0,4.075352941,0,0,0,0,0,0,0,17,-0.047079588,0,0.009426277,0
5033,Splot,LDNEIAC,1,0,0,0,0,1,0,0.99999971,0.99999971,0,2.484,-0.549327243,-0.326876938,-0.863941545,0,0,0,3.986944444,0,0,0,0,0,0,0,18,-0.036729183,0,0.008145251,0
5034,Splot,LDNEIAC,1,0,0,0,0,1,0,0.999999888,0.999999888,0,11.125,-0.280555631,-0.701078803,-1.058858089,0,0,0,4.362631579,0,0,0,0,0,0,0,19,-0.168957074,0,0.019115928,0
5035,Splot,LDNEIAC,1,0,0,0,0,0,1,0.431578947,0.431578947,0,14.641,0.212298724,-0.969334267,-1.156759812,0,0,0,14.641,0,0,0,0,0,0,0,1,-0.322990567,0,0.088700144,0
5036,Splot,LDNEIAC,1,0,0,0,0,0,1,0.431578947,0.431578947,0,9.656,-0.174077412,-0.61758415,-0.76933571,0,0,0,9.656,0,0,0,0,0,0,0,1,-0.13110975,0,0.037271203,0
5037,Splot,LDNEIAC,1,0,0,0,0,0,1,0.675278396,0.675278396,0,9.765,-0.165629067,-0.242334319,-0.931112955,0,0,0,9.7105,0,0,0,0,0,0,0,2,-0.020187036,0,0.014707421,0
5038,Splot,LDNEIAC,0,0,0,0,0,0,1,0.524121853,0.524121853,0,17.86,0.461796172,-0.127407755,-0.957290629,1,0,1,12.427,0,0,0,0,0,0,0,3,-1.534909297,0,0.009895601,0
5039,Splot,LDNEIAC,1,0,0,0,0,0,1,-1,0.364705882,0,19.156,0.562246217,0.122089693,0.053832786,1,0,0,19.156,0,0,0,1,0,0,0,1,-0.005123901,0,-0.014617189,0
5040,Splot,LDNEIAC,1,0,0,0,0,0,1,0.747890872,0.747890872,0,19.875,0.617974289,0.858413322,0.896634634,1,0,0,14.289,0,0,0,1,0,0,0,4,-0.253300242,0,-0.076661675,0
5041,Splot,LDNEIAC,0,0,0,0,0,0,0,-1,0.747890872,1,3.5,-0.72078696,1.642016678,1.302310199,1,0,1,3.5,0,0,0,1,0,0,0,1,-0.485417451,0,-1.360919115,0
5042,Splot,LDNEIAC,0,0,0,0,0,0,0,-1,0.747890872,1,1.078,-0.810539181,0.459433547,0.755600652,1,0,2,2.289,0,0,0,2,0,0,0,2,1.968283089,1,-2.256572771,0
5043,Splot,LDNEIAC,1,0,0,0,0,0,0,-1,0.364705882,0,21.063,0.220808979,-0.913351851,0.110690538,0,0,0,21.063,0,0,0,3,0,0,1,1,-0.286760239,0,0.120237063,0
5044,Splot,LDNEIAC,0,0,0,0,0,0,0,-1,0.361726079,0,4.875,-0.33931519,-1.310517161,-0.130296655,1,0,1,12.969,0,0,0,2,0,0,1,2,-0.54022084,0,-1.743774393,0
5045,Splot,LDNEIAC,1,0,0,0,0,0,0,-1,0.364705882,0,29.687,0.605973052,-0.929045392,-1.031858062,0,0,0,29.687,0,0,0,3,0,0,1,1,-0.296699335,0,0.172378566,0
5046,Splot,LDNEIAC,1,0,0,0,0,1,0,-1,0.364705882,0,32.36,1.473868257,0.487466842,-1.043859299,0,0,0,32.36,0,0,0,3,0,0,0,1,-0.081683223,0,-0.098590169,0
5047,Splot,LDNEIAC,1,0,0,0,0,0,0,-1,0.364705882,0,9.937,0.576416487,1.740526119,1.150795917,0,0,0,9.937,0,0,0,2,0,0,0,1,-1.041366965,0,-0.10809755,0
5048,Splot,LDNEIAC,1,0,0,0,1,0,0,-1,0.364705882,0,0.016,-0.921252126,2.656257796,2.537751586,1,0,0,0.016,0,0,0,1,0,0,0,1,-2.425398759,0,-0.000265626,0
5049,Splot,LDNEIAC,1,0,0,1,0,0,0,0.352,0.352,0,4.859,-0.735039679,1.129032618,1.395690481,2,0,0,4.328,0,0,0,1,0,0,1,2,-0.438183162,0,-0.030540332,0
5050,Splot,LDNEIAC,1,0,0,1,0,0,0,0.488779804,0.488779804,0,2.657,-0.179720057,-1.079875318,0.999965991,1,0,0,3.771,0,0,0,0,0,0,1,3,-0.400857429,0,0.025451311,0
5051,Splot,LDNEIAC,1,0,0,1,0,0,0,0.934967903,0.934967903,0,3.656,-0.275933501,-1.836011862,0.214272882,0,0,0,11.97625,0,0,0,0,0,0,0,4,-1.158760472,0,0.137428357,0
5052,Splot,LDNEIAC,1,0,0,0,1,0,0,0.795861854,0.795861854,0,2.812,-0.253876961,-1.190693236,-1.535528875,0,0,0,3.119833333,0,0,0,0,0,0,0,6,-0.487351694,0,0.023217278,0
5053,Splot,LDNEIAC,1,0,0,1,0,0,0,0.860640146,0.860640146,0,1.922,-0.263268996,-0.709530518,-2.365822323,0,0,0,2.948714286,0,0,0,0,0,0,0,7,-0.173055285,0,0.013076267,0
5054,Splot,LDNEIAC,1,0,0,1,0,0,0,0.97394807,0.97394807,0,8.844,0.752823632,-0.793079458,-1.707839194,1,0,0,11.3498,0,0,0,0,0,0,0,5,-0.216210165,0,0.056258083,0
5055,Splot,LDNEIAC,1,0,0,0,1,0,0,0.906696445,0.906696445,0,1.953,-0.484838558,0.235677675,-0.219975882,0,0,0,2.82425,0,0,0,0,0,0,0,8,-0.019093238,0,-0.004160079,0
5056,Splot,LDNEIAC,1,0,0,1,0,0,0,0.938376371,0.938376371,0,2.453,-0.262518832,0.004716078,-0.525094384,0,0,0,2.783,0,0,0,0,0,0,0,9,-7.65E-06,0,-8.20E-05,0
5057,Splot,LDNEIAC,1,0,0,1,0,0,0,0.989799546,0.989799546,0,2.297,-0.810808811,0.005466242,-0.511679715,0,0,0,9.841,0,0,0,0,0,0,0,6,-1.03E-05,0,-0.000336208,0
5058,Splot,LDNEIAC,1,0,0,0,1,0,0,0.959674814,0.959674814,0,3.344,-0.339020048,-1.558166201,-1.068611565,0,0,0,2.8391,0,0,0,0,0,0,0,10,-0.834584406,0,0.027648685,0
5059,Splot,LDNEIAC,1,0,0,1,0,0,0,0.97377451,0.97377451,0,2.641,-0.31020612,-1.412347691,-1.144362616,0,0,0,2.821090909,0,0,0,0,0,0,0,11,-0.685687062,0,0.024902258,0
5060,Splot,LDNEIAC,1,0,0,1,0,0,0,0.996042471,0.996042471,0,18.109,-0.330727065,-1.460034978,-2.207392368,0,0,0,11.02214286,0,0,0,0,0,0,0,7,-0.73277261,0,0.100579463,0
5061,Splot,LDNEIAC,1,0,0,0,1,0,0,0.675278396,0.675278396,0,5.672,-0.704016207,-0.979953232,-2.053280875,1,0,0,18.164,0,0,0,0,0,0,1,2,-0.330105991,0,0.111249191,0
5062,Splot,LDNEIAC,1,0,0,0,1,0,0,0.414457831,0.414457831,0,18.203,-0.061649789,-1.344949392,-2.49477825,0,0,0,11.0315,0,0,0,0,0,0,0,2,-0.621805548,0,0.092730058,0
5063,Splot,LDNEIAC,1,0,0,0,0,1,0,0.846214548,0.846214548,0,12.422,-0.0383161,-1.096393061,-1.745619228,0,0,0,15.43233333,0,0,0,0,0,0,0,3,-0.413214225,0,0.105749395,0
5064,Splot,LDNEIAC,1,0,0,0,0,1,0,0.846214548,0.846214548,0,7.875,-0.508355486,-0.803982096,-1.444915281,0,0,0,14.73966667,0,0,0,0,0,0,0,3,-0.222195604,0,0.074065176,0
5065,Splot,LDNEIAC,1,0,0,0,0,1,0,0.846214548,0.846214548,0,31.297,0.936875062,-0.608321375,-1.643064647,0,0,0,34.71366667,0,0,0,0,0,1,0,3,-0.12720637,0,0.131981659,0
5066,Splot,LDNEIAC,1,0,0,0,0,1,0,0.846214548,0.846214548,0,62.265,2.463456608,0.390203476,-0.37546252,0,0,0,32.781,0,0,0,0,0,0,0,3,-0.052338946,0,-0.079945376,0
5067,Splot,LDNEIAC,1,0,0,0,0,1,0,-1,0.6956394,0,4.422,-0.504041484,2.891976184,2.792010295,0,0,0,4.458333333,0,0,0,0,0,0,1,3,-2.874962149,0,-0.080583711,0
5068,Splot,LDNEIAC,1,0,0,0,0,1,0,-1,0.6956394,0,8.141,-0.253628489,2.896290186,2.3496186,0,0,0,16.85433333,0,0,0,0,0,1,0,3,-2.883545789,0,-0.305094001,0
5069,Splot,LDNEIAC,0,0,0,0,0,1,0,0.524121853,0.524121853,0,3.547,-0.648127697,1.705786636,2.134306212,1,0,1,5.562333333,0,0,0,0,0,1,0,3,0.365198997,0,0.278199038,0
5070,Splot,LDNEIAC,0,0,0,0,0,1,0,0.524121853,0.524121853,0,3.609,-0.643329791,-1.40579767,1.994534,2,0,2,5.074,1,1,0,1,0,1,0,4,-0.080812961,0,-0.205418641,0
5071,Splot,LDNEIAC,0,0,0,0,0,1,0,0.524121853,0.524121853,0,2.594,-0.72187617,-1.545085977,0.414329147,3,0,3,4.578,2,2,0,2,0,1,0,5,0.166824416,0,-0.793291227,0
5072,Splot,LDNEIAC,0,0,1,0,0,0,0,-1,0.524121853,1,25.172,1.025335804,-2.013333658,-2.77100363,4,1,0,25.172,3,3,0,3,1,1,0,1,0.053688673,0,-4.629771781,0
5073,Splot,LDNEIAC,1,0,0,0,0,1,0,-1,0.364705882,0,33.25,1.650456644,-0.339870156,-1.241626342,4,0,0,33.25,3,4,1,4,1,1,0,1,0.201910492,0,1.164543834,1
5074,Splot,LDNEIAC,1,0,0,0,0,1,0,0.934967903,0.934967903,0,44.687,3.798518422,1.953916278,0.66245879,0,0,0,22.746,0,0,1,4,0,0,0,4,-0.692948672,0,-0.277773623,0
5075,Splot,LDNEIAC,1,0,0,0,0,1,0,0.934967903,0.934967903,0,29.954,1.680910344,6.47431087,5.10910491,0,0,0,18.54325,0,0,1,3,0,0,0,4,-13.78944982,0,-0.750342282,0
5076,Splot,LDNEIAC,1,0,0,0,0,1,0,0.934967903,0.934967903,0,53.265,3.352345632,7.12988541,7.433345044,0,0,0,39.3515,0,0,1,2,0,1,0,4,-16.85520644,0,-1.753573036,0
5077,Splot,LDNEIAC,0,1,0,0,0,1,0,0.732002671,0.732002671,0,3.36,-0.681883336,8.831774398,11.50756685,1,0,1,25.42575,0,0,1,1,0,0,0,4,-22.07466024,0,-1.675965549,0
5078,Splot,LDNEIAC,1,0,0,0,0,1,0,-1,0.364705882,0,19.453,0.492302784,4.35137264,9.800347706,1,0,0,19.453,1,1,1,1,0,0,0,1,-6.267097427,0,-0.191545325,0
5079,Splot,LDNEIAC,1,0,0,0,0,1,0,-1,0.812862344,0,6.843,0.095510077,3.16276508,8.642193846,0,0,0,5.0545,0,0,1,1,0,0,1,4,-2.900038462,0,-0.099913726,0
5080,Splot,LDNEIAC,1,0,0,0,0,1,0,-1,0.812862344,0,15.375,0.866444989,-0.094070474,4.939185501,0,0,0,16.4845,0,0,1,1,0,1,0,4,0.535479372,1,0.009691905,0
5081,Splot,LDNEIAC,0,1,0,0,0,1,0,-1,0.780627682,0,3.485,-0.731249145,1.45425785,4.124720147,1,0,1,13.8846,0,0,0,1,0,1,0,5,0.866307034,1,-0.386979928,0
5082,Splot,LDNEIAC,0,0,0,0,0,1,0,-1,0.780627682,0,5.203,-0.628302887,0.230705921,0.041125369,2,0,2,12.43766667,1,1,0,2,0,1,0,6,2.428418653,1,-1.192934021,0
5083,Splot,LDNEIAC,0,0,1,0,0,0,0,-1,0.780627682,1,12.484,-0.192009694,-0.493107044,0.094705818,3,1,0,12.484,2,2,0,2,0,0,0,1,0.270836309,0,-3.011525323,0
5084,Splot,LDNEIAC,1,0,0,0,0,1,0,-1,0.364705882,0,77.907,3.728277297,-1.551561727,-0.58960666,3,0,0,55.5785,3,3,1,3,1,1,0,2,-0.585906781,0,1.429852835,1
5085,Splot,LDNEIAC,0,0,0,0,0,1,0,0.251602766,0.251602766,0,6.312,-0.566137961,2.907964716,3.04316056,1,0,4,4.178,0,0,1,3,0,0,0,5,3.132109657,1,-2.513434229,0
5086,Splot,LDNEIAC,0,0,0,0,0,0,0,0.251602766,0.251602766,0,3.063,-0.758919384,2.970129643,1.61057761,2,0,5,3.992166667,1,1,1,4,0,0,0,6,4.995431551,1,-3.774107828,0
5087,Splot,LDNEIAC,0,0,0,0,0,1,0,0.251602766,0.251602766,0,3.703,-0.568096916,2.403219953,1.582907372,5,0,6,3.950857143,0,0,1,4,0,0,0,7,7.823015233,1,-2.071842367,0
5088,Splot,LDNEIAC,0,0,0,0,0,1,0,0.251602766,0.251602766,0,5.468,-0.406006986,-1.893154261,1.643113343,6,0,7,4.1405,1,1,1,4,0,0,0,8,-0.338004767,0,-1.626008717,0
5089,Splot,LDNEIAC,0,0,0,0,0,0,0,0.251602766,0.251602766,0,2.719,-0.6584632,-1.733023286,1.429116051,7,0,8,3.982555556,2,2,1,4,0,0,0,9,1.087887457,1,-3.656863366,0
5090,Splot,LDNEIAC,0,0,0,0,0,1,0,0.251602766,0.251602766,0,7.297,0.050105617,-1.632567102,-2.957624447,1,0,9,4.314,0,0,1,5,0,0,0,10,-2.605802525,0,-4.24348191,0
5091,Splot,LDNEIAC,0,0,1,0,0,0,0,-1,0.251602766,1,0.016,-0.921252126,-1.014364569,-2.341380869,2,1,0,0.016,0,0,1,5,0,0,0,1,0.542064795,1,-5.424898564,0
5092,Splot,LDNEIAC,0,0,0,0,0,0,0,-1,0.251602766,1,1.984,-0.622331546,-1.529609709,-2.503713611,2,0,1,1,1,1,1,5,0,0,0,2,0.374779797,0,-5.415439939,0
5093,Splot,LDNEIAC,0,0,1,0,0,0,0,-1,0.251602766,1,5.172,-0.521622165,-1.493478055,-2.557948241,3,2,0,2.390666667,0,0,1,5,0,0,0,3,0.473397818,0,-5.802684949,0
5094,Splot,LDNEIAC,1,0,0,0,0,1,0,-1,0.540063091,0,9.579,-0.028470609,-2.065205836,-2.67356342,7,0,0,6.2975,0,1,2,5,0,0,0,2,-0.750535986,0,2.443785211,1
5095,Splot,LDNEIAC,1,0,0,0,0,1,0,0.846214548,0.846214548,0,2.296,-0.582843424,-1.17242432,-2.043570829,2,0,0,4.692666667,1,2,2,4,0,0,0,3,0.648722818,1,0.709386228,1
5096,Splot,LDNEIAC,1,0,0,0,0,1,0,0.999999957,0.999999957,0,7.657,0.440984218,-1.132936198,-2.67651987,0,0,0,4.52735,0,0,2,3,0,0,0,20,0.883781546,1,0.032057492,0
5097,Splot,LDNEIAC,1,0,0,0,0,1,0,0.999999983,0.999999983,0,3.125,-0.218148312,-0.170329816,-1.314283526,0,0,0,4.460571429,0,0,2,2,0,0,0,21,1.315027018,1,0.004748552,0
5098,Splot,LDNEIAC,1,0,0,0,0,1,0,0.999999994,0.999999994,0,2.843,-0.391613613,-0.360007518,-0.910100292,0,0,0,4.387045455,0,0,2,1,0,0,0,22,1.280448131,1,0.009871058,0
5099,Splot,LDNEIAC,1,0,0,0,0,1,0,0.999999998,0.999999998,0,2.907,-0.182444654,-0.168777707,-0.78009174,0,0,0,4.322695652,0,0,2,0,0,0,0,23,1.315207964,1,0.004559842,0
5100,Splot,LDNEIAC,1,0,0,0,0,1,0,0.999999999,0.999999999,0,2.718,-0.459294104,-0.792206579,-0.934065785,0,0,0,4.255833333,0,0,1,0,0,0,0,24,0.446765502,0,0.02107187,0
5101,Splot,LDNEIAC,1,0,0,0,0,1,0,1,1,0,4.391,-0.058743185,-1.033352371,-0.810516465,0,0,0,4.26124,0,0,1,0,0,0,0,25,0.295437864,0,0.027521015,0
5102,Splot,LDNEIAC,1,0,0,0,0,1,0,1,1,0,2.563,-0.354497961,-0.700481943,-1.310243868,0,0,0,4.195923077,0,0,0,0,0,0,0,26,-0.168669515,0,0.018369802,0
5103,Splot,LDNEIAC,1,0,0,0,0,1,0,1,1,0,4.328,-0.310796656,-0.87253525,-1.446593517,0,0,0,4.200814815,0,0,0,0,0,0,0,27,-0.261702981,0,0.022908494,0
5104,Splot,LDNEIAC,1,0,0,0,0,1,0,1,1,0,18.687,0.168140313,-0.724037802,-1.36577656,2,0,0,4.718178571,0,0,0,0,0,0,0,28,-0.180204317,0,0.696350873,1
5105,Splot,LDNEIAC,1,0,0,0,0,1,0,0.495640237,0.495640237,0,4.797,-0.424259383,-0.497154304,-1.015191593,0,0,0,4.357909091,0,0,0,0,0,0,0,11,-0.084962076,0,0.013540958,0
5106,Splot,LDNEIAC,1,0,0,0,0,1,0,0.934967903,0.934967903,0,4.531,-0.237144919,-0.566915727,-0.980156873,0,0,0,4.65225,0,0,0,0,0,0,0,4,-0.110478995,0,0.016483961,0
5107,Splot,LDNEIAC,1,0,0,0,0,1,0,1,1,0,2.578,-0.31915923,-0.493263989,-1.158558607,0,0,0,4.64437931,0,0,0,0,0,0,0,29,-0.083637594,0,0.014318157,0
5108,Splot,LDNEIAC,1,0,0,0,0,1,0,1,1,0,3.891,-0.292266833,-0.980563533,-1.123219876,0,0,0,4.619266667,0,0,0,0,0,0,0,30,-0.330517289,0,0.028309278,0
5109,Splot,LDNEIAC,1,0,0,0,0,1,0,1,1,0,3.828,-0.234311713,-0.848570982,-1.104690053,0,0,0,4.593741935,0,0,0,0,0,0,0,31,-0.247524995,0,0.024363226,0
5110,Splot,LDNEIAC,1,0,0,0,0,1,0,1,1,0,3.391,-0.163135725,-0.845737777,-1.507142079,0,0,0,4.55615625,0,0,0,0,0,0,0,32,-0.245874883,0,0.024083209,0
5111,Splot,LDNEIAC,1,0,0,0,0,1,0,1,1,0,4.219,0.167560062,-0.689714271,-1.246018421,0,0,0,4.545939394,0,0,0,0,0,0,0,33,-0.16352386,0,0.019596245,0
